PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam,yt_AeroModel
1,09/18/2024,11:43:03 AM,,,,,,,Saniya Hill,,Right,Mizzou24-25,,,,,,,,,,,,,,,,43.214032252772995,11.085743393338419,2.87413106219874,1021.8955300071023,29.751852550340562,7:00,0.7820234766651121,-2.304922102228672,6.000000191999998,-69.51040537443954,-0.7499514295054439,-1.2443703743445496,1.986531799311999,-0.6179853191622381,39.56815634348646,-8.073346614472047,2.5280446177902203,0.5968165942474957,,,,,,,,,,,,2.4336502291431095,-4.726619700214697,2.9656876002660306,49.999999999999986,-2.4371849551942972,-3.3196974884714527,-63.74213788933744,19.18093947962145,0.9791017768979972,7.904408955182864,-34.07565471059128,,,,,,ad335b5e-bd02-4d6b-ab6d-8bfaf0f42c02,38693efa-3c02-4527-834f-78fc283e8c1f,43.27839856318734,0.7724083904859357,-2.2981820595531803,11.251717267760021,2.7527717522085022,39.57743269450103,1.9942767162900255,-0.6228956767743773,-7.910135236358671,2.4229269954916592,0.5967316430009355,-0.4754387711758076,-3.5282852388659274,-75.92618231436401,,248.49614966775013,-991.2215382288662,24.317177477625627,0.21111754496632276,-0.9699832410676824,0.12067267402037216,,,,,,,,,,,,,,,,,1.0,0,,,high,high,,,37.083001186656,,,,2022-11
2,09/18/2024,11:43:16 AM,,,,,,,Saniya Hill,,Right,Mizzou24-25,,,,,,,,,,,,,,,,44.53271807889215,11.818797303362276,1.9864238510668593,1079.3844066801528,352.95463727852194,5:45,0.37254061828555246,-1.9261310478601712,6.000000191999998,-66.78695190758431,-1.7902836626431053,1.0901432168302299,2.2747468594082045,-0.5982512516063417,40.55577922317303,-6.584890591332319,2.2898612686648385,0.5802525664194114,45.399342946308494,-27.056434300658598,-34.52262168938377,2003.9212076822917,68.88653706169295,-85.75922697623106,22.073635329307074,8.25506504883082,,-13.99941419446308,0.08481181961678898,-0.5868493954215565,-6.193541681398025,2.3633923725831676,49.99999999999999,-2.990346707203982,-2.1661403754383795,-65.5594264525131,20.324472769953136,-0.2497712798368719,8.35731828920624,-34.81010722626484,,,,,,ad335b5e-bd02-4d6b-ab6d-8bfaf0f42c02,687e76b8-6ecf-4864-b9e2-452f4d7d4ae4,44.59625870455722,0.3630192382112067,-1.9187524033120609,11.980739255020236,1.8545154395502566,40.56553909654119,2.282213116392839,-0.6035537141666832,-6.427198117328195,2.1768909790383244,0.5801786542958177,1.9244260548004863,-4.433993037994171,-73.3231351112601,,309.75497165072215,-1033.9838272052064,28.697373218817486,0.2848068948655568,-0.9579384515896571,-0.03519880115927196,-22.91340545944568,33.311028861830884,-20.65070329005397,0.7536313921139521,3.8729900587609563,2.5756624515373714,-1.996999090171108,8.009874755218334,-0.021734007857002826,0.057474849870992786,-0.020734601698580157,0.9735572814126605,0.06557429868777113,-0.21882922830370827,,,1.0,0,1.0,23.76419086103632,high,high,,,37.083001186656,,,,2022-11
3,09/18/2024,11:43:22 AM,,,,,,,Saniya Hill,,Right,Mizzou24-25,,,,,,,,,,,,,,,,45.11272191164804,12.588922116144238,0.7437995385792605,1080.580814906529,0.5324906775063175,6:00,0.3096587961744076,-1.7114362342286642,6.000000191999998,-66.6732430664884,-3.0820751295164825,0.7162353949977638,2.719356271523085,-1.188712466583611,40.92741056344045,-5.7596792078386665,0.943313749937305,0.5739445326217654,61.906150562186134,3.026775843757142,-2.987372666211147,1288.1952538123498,,,,45.78363619077922,,-1.7137069363042394,0.4875526553792599,-0.5806875986662866,-7.926612599352627,1.872063738192653,50.00000000000003,-3.2331261140859544,-0.788382036204464,-66.23929051761495,21.45621267692946,-0.2525962399258071,8.456332068000624,-35.622086951605354,,,,,,ad335b5e-bd02-4d6b-ab6d-8bfaf0f42c02,e676b547-8afe-43d3-84f2-c09cae6fec29,45.17180416211452,0.2996839409602535,-1.7045436085883348,12.758905340280384,0.6195482854697506,40.93224679380556,2.726971182236317,-1.1936749443333592,-5.597626246677441,0.8370303935678851,0.5738927779803433,1.5022552280247516,-5.67567945009506,-66.58319542560875,,429.44122568046595,-991.582135392786,39.74170369826647,0.39739987402574767,-0.9176381087966646,0.0036934277305162412,-3.2217920168583536,61.73577915631845,3.2688079769914324,1.2161207341921283,3.729334125504987,2.9365085835070914,-1.369176539373292,45.76315874645957,0.12741123272560528,-9.71880572870692,-0.12859960515353897,-0.9686503355909708,0.021935137761537195,0.2474578289141035,,,1.0,0,1.0,38.131693384511166,high,high,,,37.083001186656,,,,2022-11
4,09/18/2024,11:43:30 AM,,,,,,,Saniya Hill,,Right,Mizzou24-25,,,,,,,,,,,,,,,,45.29972473223437,10.246924458420747,3.158839842213397,1115.5813755580361,18.10221599389166,6:30,0.5887205306387121,-2.0806293624242893,6.000000191999998,-64.37112409497472,-2.1113132086930264,-0.9311979460540738,1.6818179923363892,-0.18987257458529844,41.54113728464831,-7.515971396070029,2.9000086465876174,0.5679046451983952,69.33669851324596,20.37023022959513,-19.424528939652205,760.6833915710448,-41.926592303883126,101.69641516016421,16.322810916765793,161.94030736093796,,-24.704000628497635,1.996534333252514,2.166608894671602,-6.010332944171303,2.8026729154978884,49.99999999999999,-2.3844198676244552,-3.790739129655852,-66.98453618140198,18.624826800259505,0.9626744390556261,8.723958994451621,-34.844579514035146,,,,,,ad335b5e-bd02-4d6b-ab6d-8bfaf0f42c02,7e05f70d-da31-4545-bfb7-1e1f5f466304,45.35695735000839,0.5794760078778888,-2.0743736571802587,10.407940766412024,3.0460799707749557,41.54801837800546,1.689177625110378,-0.19445728633784637,-7.361309025697509,2.8023117492473597,0.5678365318584352,-0.21649877571215312,-4.67314984885394,-72.5753801197023,,334.06172304652546,-1064.3892947071322,29.945078894797888,0.284629087376963,-0.954111746599125,0.0930433104555299,-21.61691425652733,61.300778198070375,24.13506517608129,0.358393460875547,4.490855116034592,2.052244649499041,-67.6797950156145,147.11936818379647,-12.999113802860018,-13.4800162967139,-0.12396934102239476,-0.09355245571070198,-0.3097971869121001,0.9461890091370997,,,1.0,0,1.0,43.32885745671538,high,high,,,37.083001186656,,,,2022-11
5,09/18/2024,11:43:36 AM,,,,,,,Saniya Hill,,Right,Mizzou24-25,,,,,,,,,,,,,,,,46.38358271600035,11.301731241662878,1.0960437837721457,1031.860072544643,10.334686486815983,6:15,0.4836303399511676,-2.0288327931587244,6.000000191999998,-61.995082941042305,-2.37558345237062,-0.19893961621317952,2.4466351756696993,-1.3630461179513387,42.26447283333365,-5.803020274548468,1.0406230895098885,0.5557323587990538,62.70995036226631,18.35983005599301,15.22033492626908,672.8589240180121,34.848298298957324,104.33406013079585,13.962236663857098,154.67972580577336,,19.70710927336074,2.0808433726353086,0.6051753696867195,-6.668333438735334,2.277921592274643,49.999999999999986,-2.709727760105486,-1.3297399481274237,-68.43097376996883,20.074653558201373,0.2807934039992086,9.065189055376088,-35.26806850853734,,,,,,ad335b5e-bd02-4d6b-ab6d-8bfaf0f42c02,5a0b4f18-0669-4235-bb70-f7a7b0143674,46.44581075203014,0.47455544967559304,-2.022799692758648,11.457152612932024,0.9876498450091825,42.27699702013073,2.453740666511583,-1.3674180171719887,-5.651941234975651,0.9471776881831715,0.555667344478044,0.48616455428731026,-4.817663365095165,-69.68051975891932,,358.3180517421467,-967.6483778251003,34.72544982368665,0.34162085376387424,-0.9377709280278751,0.06229669990761616,15.625314751729759,57.430146383712746,19.752612477659934,1.3507585052937625,3.479225592839131,2.601666629224853,52.159871099439755,145.6199348380539,15.653909831853163,12.724235872951397,0.2702878290097115,0.6672707526179364,0.08367882978153662,-0.7400997204073821,,,1.0,0,1.0,38.200218406624636,high,high,,,37.083001186656,,,,2022-11
6,09/18/2024,11:43:43 AM,,,,,,,Saniya Hill,,Right,Mizzou24-25,,,,,,,,,,,,,,,,45.99067462037994,10.354689318679858,1.0731748886737522,1077.5220108032227,325.02656013389355,4:45,0.680018732354242,-1.7538382858682027,6.000000191999998,-62.16099034211475,-1.8528952058862984,3.1242272624708063,2.0179250244547338,-0.8253618982236358,42.104239524523884,-6.823301111946977,1.9435868019227067,0.5589324549398602,70.15664588802508,13.284910808196104,2.346946247991382,257.0183734893799,7.901815240771653,109.71582071625238,5.569497082451926,130.6970922162992,,4.310796536899,1.4558350904008526,-3.263631705463293,-5.763397470515423,1.9650283892778235,49.99999999999996,-2.2929471403788098,-0.9550656614002557,-68.08349848227043,18.81536327066418,-1.4970864632346923,9.05757939558274,-34.81782349005479,,,,,,ad335b5e-bd02-4d6b-ab6d-8bfaf0f42c02,4db5f7cb-7ce4-42b5-bbfb-a2a15d6e0522,46.050822193464846,0.6713709635272318,-1.7464644302451293,10.50277197379447,0.9413000050121558,42.115388930436566,2.0246857488180376,-0.8306491024822715,-6.6801584699006025,1.830709256060868,0.5588632252699325,3.9576968550477853,-4.315845691766478,-68.99984599184077,,386.15204670369195,-1005.952424616577,35.83704488930493,0.29365514072259535,-0.9335794670836514,-0.205416739743864,2.796066946750782,68.22193946468163,16.121536761870768,0.9410733264389016,4.545397576262142,2.4065920905982052,9.824059997669302,130.32734846899177,3.5640291378479056,-3.7167628867678553,-0.053227724579172575,-0.18528394127528577,0.6899921800029869,-0.699700402058068,,,1.0,0,1.0,44.16593418557472,high,high,,,37.083001186656,,,,2022-11
7,09/18/2024,11:43:50 AM,,,,,,,Saniya Hill,,Right,Mizzou24-25,,,,,,,,,,,,,,,,46.703323052539474,10.756874096744774,1.2344877136892098,1076.0733439127603,356.47216665954284,6:00,0.5016584716047048,-1.7487821466997708,6.000000191999998,-60.64073264192116,-2.028717508638323,0.794531578596487,2.2257355063104294,-0.9139898531643514,42.64027020446461,-5.990532646062293,1.455819943513462,0.5510168110050413,71.28595068507786,23.75552783896855,-0.9855498893803513,868.8527882893881,0.6793770021634027,109.99790201119472,33.84035654089298,235.4544530282111,,0.7367977451795336,3.287152809830941,-0.5013748656126708,-6.087053215028019,2.0193005571564644,49.99999999999996,-2.5506984741589647,-1.4049609174375914,-69.03358185749546,19.426753179208994,-0.23663568054607811,9.258281703870875,-35.046977765792555,,,,,,ad335b5e-bd02-4d6b-ab6d-8bfaf0f42c02,20af4a58-7012-4cc8-8df2-bb82487872f8,46.76639714123032,0.4930747497995495,-1.7424031141441076,10.905149240676073,1.1193229733534462,42.655212350452445,2.232576877721813,-0.9186467320903243,-5.844994887661671,1.3562816206781638,0.5509465275469431,1.5227376256861347,-4.42408317088484,-72.27175946187849,,327.66709968637684,-1024.972249996412,30.450257088883113,0.30392554591069715,-0.9525115140102467,-0.01873708143741556,-1.1222483625417965,65.23642654325484,28.716475681299062,0.9688100690566914,4.572243952744413,2.5928138434081855,3.0277540544082244,235.43498498778828,5.3333045645694614,42.04511362062252,0.8061544795762208,0.9670172593285431,0.22912141026815916,-0.11126993986447144,,,1.0,0,1.0,44.71990839511292,high,high,,,37.083001186656,,,,2022-11
8,09/18/2024,11:43:57 AM,,,,,,,Saniya Hill,,Right,Mizzou24-25,,,,,,,,,,,,,,,,46.212202950083814,9.012267644322142,3.356504338431012,1021.5269422743056,346.54420390655997,5:30,0.8406623266955614,-2.0317312942973125,6.000000191999998,-62.49736035757036,-3.0293815612024986,1.2102570279289622,1.299090097955048,0.16092399231703444,42.593205103023834,-8.25113815749854,3.692737042385518,0.5550257232060163,,,,,,,,,,,,-0.241962385012786,-6.680404424557507,2.777386959486167,50.0,-1.8268559146452228,-3.8978344525624737,-68.59009019269567,17.348016177644272,-0.11256485166145132,9.245184869886268,-35.28188278515235,,,,,,ad335b5e-bd02-4d6b-ab6d-8bfaf0f42c02,3bcbad50-efe9-4cf2-8e9a-53cdf50932c0,46.26044396690776,0.8317238670181353,-2.025413712530825,9.169458501453493,3.242507584986116,42.59398410489737,1.306179590902175,0.15624915929450087,-8.103488717082778,3.593495096867721,0.5549702107469616,1.9327274020072553,-5.535741850188416,-68.43718759495543,,375.4326008562968,-950.0356077571877,36.75209975572859,0.35743244876601943,-0.9300152237219009,-0.08552033801751176,,,,,,,,,,,,,,,,,1.0,0,,,high,high,,,37.083001186656,,,,2022-11
9,09/18/2024,11:44:11 AM,,,,,,,Saniya Hill,,Right,Mizzou24-25,,,,,,,,,,,,,,,,46.16215106161792,9.284880559914054,1.9603034548122689,994.910416040665,344.5084656939415,5:30,0.7290724684610186,-1.750324734801104,6.000000191999998,-62.48461402311242,-2.9484164863640245,1.4916151342344768,1.3563579915928263,-0.40526806239818913,42.49609381341283,-7.990957056110237,2.3756138230732855,0.555343981065274,,,,,,,,,,,,-1.0571047221351533,-6.667598431200244,2.1777451009010047,50.00000000000003,-1.9993233840773903,-2.1918483119704657,-68.53475676312473,17.65786665250085,-0.4912077557102107,9.199676774845905,-35.272300868759906,,,,,,ad335b5e-bd02-4d6b-ab6d-8bfaf0f42c02,701e317c-fec3-4c06-8a01-06d449cb0856,46.21192401459808,0.7199814577394459,-1.7438764852376596,9.442318823603635,1.844936947870894,42.49785194486363,1.3632869999731472,-0.40987837262425175,-7.844635075870748,2.276629143612669,0.5552909482612984,2.2216445011993238,-5.444101046614145,-66.89281716669231,,390.4549969660647,-915.0910508197748,39.24524164898336,0.3781945920564024,-0.9197723092109754,-0.10482246776336239,,,,,,,,,,,,,,,,,1.0,0,,,high,high,,,37.083001186656,,,,2022-11
10,09/18/2024,11:44:19 AM,,,,,,,Saniya Hill,,Right,Mizzou24-25,,,,,,,,,,,,,,,,46.417760207127856,11.300315306337739,3.1521116809226366,972.6901608028927,0.8830754136523133,6:00,0.3734137808317367,-2.121474169465563,6.000000191999998,-62.15628014194093,-2.451294298391417,0.5329462336305514,2.331563541725758,-0.11290633604292395,42.29342249680828,-5.827531774295603,3.3001815948392843,0.5561306388617127,68.78576757529035,35.56127829388777,-12.483873827270674,1365.5021885463173,-21.440861245666124,107.89017318107413,58.26505432476431,242.8433128279791,,-10.716829779275383,4.288632806325784,0.45968397231329206,-6.774089364810364,2.827562852181497,50.00000000000006,-2.824437057350406,-3.711648724903404,-68.3959485512376,20.09507600517421,0.21298613770539265,9.082613538857,-35.312699652526184,,,,,,ad335b5e-bd02-4d6b-ab6d-8bfaf0f42c02,a3b8aa0d-a0e5-4d0b-9a84-71e942e76cfa,46.47946253629727,0.36447811104469935,-2.115360780441027,11.45473666533718,3.042007870728775,42.30551730393839,2.3386764240580624,-0.11737905227669904,-5.676861662549652,3.2049078807750635,0.55606044776564,1.2307898021751962,-4.902609111169712,-71.29137604277457,,311.9957647127457,-921.2951707916775,32.07555471263464,0.32071745055380413,-0.9471620130620094,0.0049434727257275865,-12.095893509139943,54.63381509970995,40.00396766307207,0.2719959077877258,4.323643404709521,2.63588005080969,-45.15798535396991,238.60769255000633,-0.1353526234429822,29.76559659324813,0.9396856326617309,0.9740815315718913,0.1980387723020091,-0.10929690990907136,,,1.0,0,1.0,42.413939422159636,high,high,,,37.083001186656,,,,2022-11
